flight_id,date,pilot_id,aircraft_id,mission_type,duration_hours,fuel_used_lbs,status,notes
FL0321,2024-11-02,P017,A010,Patrol,3.2,6340,Completed,Routine patrol mission
FL0322,2024-11-02,P015,A003,Combat,3.8,7618,Completed,Routine combat mission
FL0323,2024-11-02,P015,A004,Patrol,3.2,6674,Completed,Coastal patrol operation
FL0324,2024-11-02,P008,A007,Transport,2.7,5159,Completed,Weather-related transport mission
FL0325,2024-11-02,P002,A008,Combat,4.2,8082,Cancelled,Advanced combat training
FL0326,2024-11-02,P014,A003,Reconnaissance,3.0,5601,Cancelled,Joint force reconnaissance exercise
FL0327,2024-11-02,P008,A018,Combat,4.8,9301,Completed,Standard combat procedures
FL0328,2024-11-02,P017,A004,Training,1.8,3280,Completed,Coastal training operation
FL0329,2024-11-02,P004,A018,Reconnaissance,3.1,6003,Completed,Advanced reconnaissance training
FL0330,2024-11-02,P017,A003,Patrol,3.9,7359,Completed,Night patrol mission
FL0331,2024-11-03,P016,A011,Combat,3.5,6740,Cancelled,Standard combat procedures
FL0332,2024-11-03,P016,A013,Training,2.0,3860,Completed,Routine training mission
FL0333,2024-11-03,P015,A005,Combat,3.7,7517,Completed,Routine combat mission
FL0334,2024-11-03,P016,A008,Reconnaissance,4.3,8607,Completed,Standard reconnaissance procedures
FL0335,2024-11-03,P017,A007,Patrol,2.8,5232,Completed,Successful patrol operation
FL0336,2024-11-03,P015,A004,Training,2.4,4882,Completed,training systems check completed
FL0337,2024-11-03,P015,A002,Patrol,3.1,6076,Completed,Advanced patrol training
FL0338,2024-11-03,P013,A018,Patrol,3.8,7413,Completed,Advanced patrol training
FL0339,2024-11-03,P009,A003,Patrol,3.3,6267,Completed,Advanced patrol training
FL0340,2024-11-03,P016,A004,Transport,3.1,6012,Completed,Advanced transport training
FL0341,2024-11-04,P005,A020,Reconnaissance,4.3,7752,Completed,Routine reconnaissance mission
FL0342,2024-11-04,P007,A006,Reconnaissance,4.2,7799,Completed,Joint force reconnaissance exercise
FL0343,2024-11-04,P020,A006,Training,2.1,3952,Completed,Routine training mission
FL0344,2024-11-04,P015,A017,Patrol,3.7,7687,Completed,Joint force patrol exercise
FL0345,2024-11-04,P003,A009,Transport,2.4,4666,Cancelled,Weather-related transport mission
FL0346,2024-11-04,P001,A001,Transport,3.3,6572,Completed,Emergency transport training
FL0347,2024-11-04,P004,A010,Reconnaissance,4.2,8477,Completed,Emergency reconnaissance training
FL0348,2024-11-04,P010,A016,Training,2.2,4595,Completed,Routine training mission
FL0349,2024-11-04,P008,A009,Reconnaissance,3.3,6509,Completed,Successful reconnaissance operation
FL0350,2024-11-04,P005,A006,Reconnaissance,4.1,8043,Completed,Night reconnaissance mission
FL0351,2024-11-05,P013,A009,Combat,4.4,8622,Cancelled,Emergency combat training
FL0352,2024-11-05,P019,A018,Transport,2.8,5458,Completed,Successful transport operation
FL0353,2024-11-05,P012,A016,Transport,3.3,5995,Cancelled,Standard transport procedures
FL0354,2024-11-05,P010,A020,Combat,4.9,9776,Completed,Emergency combat training
FL0355,2024-11-05,P014,A009,Transport,3.2,6254,Completed,transport systems check completed
FL0356,2024-11-05,P016,A007,Patrol,3.9,7636,Cancelled,Successful patrol operation
FL0357,2024-11-05,P003,A011,Reconnaissance,4.2,8810,Cancelled,reconnaissance systems check completed
FL0358,2024-11-05,P001,A010,Reconnaissance,3.5,6816,Completed,Coastal reconnaissance operation
FL0359,2024-11-05,P020,A009,Combat,3.6,6768,Completed,Advanced combat training
FL0360,2024-11-05,P001,A009,Reconnaissance,4.3,8108,Completed,Advanced reconnaissance training
FL0361,2024-11-06,P020,A011,Transport,2.3,4612,Completed,Weather-related transport mission
FL0362,2024-11-06,P007,A016,Training,1.8,3589,Completed,training systems check completed
FL0363,2024-11-06,P004,A004,Transport,3.1,5594,Completed,Night transport mission
FL0364,2024-11-06,P017,A002,Combat,3.8,7899,Completed,Emergency combat training
FL0365,2024-11-06,P014,A009,Training,1.8,3344,Completed,Routine training mission
FL0366,2024-11-06,P009,A008,Training,1.9,3687,Completed,Standard training procedures
FL0367,2024-11-06,P012,A016,Combat,4.6,9500,Completed,Advanced combat training
FL0368,2024-11-06,P008,A011,Transport,2.5,5213,Completed,Joint force transport exercise
FL0369,2024-11-06,P014,A008,Transport,2.8,5518,Completed,transport systems check completed
FL0370,2024-11-06,P001,A007,Reconnaissance,3.7,6760,Cancelled,reconnaissance systems check completed
FL0371,2024-11-07,P009,A020,Training,2.2,4353,Completed,Night training mission
FL0372,2024-11-07,P004,A020,Combat,4.9,9761,Completed,Night combat mission
FL0373,2024-11-07,P018,A007,Transport,2.9,5556,Completed,Coastal transport operation
FL0374,2024-11-07,P008,A007,Transport,2.7,5483,Completed,transport systems check completed
FL0375,2024-11-07,P020,A020,Training,2.7,5290,Completed,Advanced training training
FL0376,2024-11-07,P013,A005,Transport,2.7,4883,Completed,Advanced transport training
FL0377,2024-11-07,P010,A005,Patrol,3.5,7125,Completed,Joint force patrol exercise
FL0378,2024-11-07,P013,A004,Combat,3.8,7142,Completed,combat systems check completed
FL0379,2024-11-07,P013,A013,Transport,2.8,5486,Completed,transport systems check completed
FL0380,2024-11-07,P016,A004,Reconnaissance,3.2,6295,Completed,Routine reconnaissance mission
FL0381,2024-11-08,P002,A001,Training,1.8,3283,Cancelled,Coastal training operation
FL0382,2024-11-08,P012,A015,Combat,4.1,8245,Completed,Advanced combat training
FL0383,2024-11-08,P005,A014,Combat,3.6,7186,Completed,Advanced combat training
FL0384,2024-11-08,P009,A003,Combat,4.9,9735,Completed,Routine combat mission
FL0385,2024-11-08,P017,A019,Transport,2.4,4373,Cancelled,Emergency transport training
FL0386,2024-11-08,P015,A016,Patrol,2.9,5875,Completed,Joint force patrol exercise
FL0387,2024-11-08,P019,A010,Patrol,3.4,6195,Completed,patrol systems check completed
FL0388,2024-11-08,P013,A001,Reconnaissance,3.0,6273,Completed,Night reconnaissance mission
FL0389,2024-11-08,P007,A014,Transport,2.6,4906,Completed,Joint force transport exercise
FL0390,2024-11-08,P008,A016,Training,2.6,5260,Cancelled,Emergency training training
FL0391,2024-11-09,P002,A013,Training,1.5,3025,Completed,Emergency training training
FL0392,2024-11-09,P017,A005,Training,1.6,2977,Completed,Night training mission
FL0393,2024-11-09,P019,A014,Patrol,3.6,7194,Completed,Standard patrol procedures
FL0394,2024-11-09,P014,A009,Patrol,3.0,6115,Completed,Successful patrol operation
FL0395,2024-11-09,P010,A006,Transport,2.8,5609,Completed,Successful transport operation
FL0396,2024-11-09,P017,A012,Reconnaissance,4.1,7588,Completed,Standard reconnaissance procedures
FL0397,2024-11-09,P016,A010,Patrol,3.3,6252,Completed,Standard patrol procedures
FL0398,2024-11-09,P010,A009,Combat,4.8,9871,Cancelled,Night combat mission
FL0399,2024-11-09,P007,A003,Patrol,3.7,7227,Completed,Night patrol mission
FL0400,2024-11-09,P017,A017,Patrol,2.5,4903,Completed,Coastal patrol operation
FL0401,2024-11-10,P012,A003,Transport,3.4,6811,Completed,Joint force transport exercise
FL0402,2024-11-10,P016,A017,Training,2.2,4561,Completed,Coastal training operation
FL0403,2024-11-10,P002,A007,Patrol,3.5,6474,Cancelled,Night patrol mission
FL0404,2024-11-10,P011,A016,Training,2.7,5593,Completed,Weather-related training mission
FL0405,2024-11-10,P009,A012,Training,2.5,4858,Completed,Weather-related training mission
FL0406,2024-11-10,P002,A016,Combat,4.0,7492,Cancelled,Emergency combat training
FL0407,2024-11-10,P018,A019,Patrol,3.4,6213,Completed,Routine patrol mission
FL0408,2024-11-10,P019,A003,Patrol,3.2,5881,Completed,Successful patrol operation
FL0409,2024-11-10,P005,A017,Training,1.7,3063,Completed,training systems check completed
FL0410,2024-11-10,P003,A014,Transport,2.8,5283,Completed,Routine transport mission
FL0411,2024-11-11,P020,A014,Combat,4.8,9668,Completed,Standard combat procedures
FL0412,2024-11-11,P010,A001,Reconnaissance,3.5,6578,Completed,Coastal reconnaissance operation
FL0413,2024-11-11,P019,A020,Training,2.7,5542,Completed,Coastal training operation
FL0414,2024-11-11,P007,A001,Reconnaissance,4.0,8208,Completed,reconnaissance systems check completed
FL0415,2024-11-11,P006,A005,Training,1.8,3757,Cancelled,Successful training operation
FL0416,2024-11-11,P008,A018,Transport,2.7,5029,Completed,Joint force transport exercise
FL0417,2024-11-11,P017,A013,Combat,3.7,6863,Completed,Standard combat procedures
FL0418,2024-11-11,P006,A020,Reconnaissance,3.3,6859,Completed,Coastal reconnaissance operation
FL0419,2024-11-11,P010,A011,Training,1.7,3062,Completed,Standard training procedures
FL0420,2024-11-11,P012,A006,Patrol,2.5,5169,Completed,Joint force patrol exercise
FL0421,2024-11-12,P014,A020,Patrol,3.2,6324,Completed,Weather-related patrol mission
FL0422,2024-11-12,P003,A020,Combat,4.0,7235,Completed,Joint force combat exercise
FL0423,2024-11-12,P015,A018,Reconnaissance,2.9,5489,Completed,Routine reconnaissance mission
FL0424,2024-11-12,P017,A002,Transport,3.1,5971,Completed,Joint force transport exercise
FL0425,2024-11-12,P001,A020,Transport,3.3,6842,Completed,Standard transport procedures
FL0426,2024-11-12,P005,A018,Combat,4.2,8405,Completed,combat systems check completed
FL0427,2024-11-12,P001,A011,Training,1.6,2978,Completed,Joint force training exercise
FL0428,2024-11-12,P010,A006,Training,2.4,4884,Completed,Weather-related training mission
FL0429,2024-11-12,P006,A004,Training,2.3,4407,Completed,Emergency training training
FL0430,2024-11-12,P018,A016,Transport,2.8,5054,Cancelled,Routine transport mission
FL0431,2024-11-13,P010,A007,Combat,3.7,6888,Completed,Joint force combat exercise
FL0432,2024-11-13,P008,A005,Transport,2.5,4924,Completed,Joint force transport exercise
FL0433,2024-11-13,P016,A001,Transport,2.7,5401,Completed,Coastal transport operation
FL0434,2024-11-13,P016,A002,Training,1.7,3363,Cancelled,Standard training procedures
FL0435,2024-11-13,P013,A017,Reconnaissance,2.8,5644,Completed,Weather-related reconnaissance mission
FL0436,2024-11-13,P010,A010,Patrol,3.9,7999,Completed,Coastal patrol operation
FL0437,2024-11-13,P002,A013,Combat,4.5,9078,Cancelled,Emergency combat training
FL0438,2024-11-13,P010,A012,Reconnaissance,4.2,8763,Completed,Emergency reconnaissance training
FL0439,2024-11-13,P005,A013,Training,1.8,3531,Cancelled,Night training mission
FL0440,2024-11-13,P020,A018,Patrol,3.5,6588,Completed,Routine patrol mission
FL0441,2024-11-14,P011,A002,Reconnaissance,3.6,7005,Completed,Night reconnaissance mission
FL0442,2024-11-14,P004,A019,Patrol,2.8,5399,Completed,Night patrol mission
FL0443,2024-11-14,P012,A006,Transport,2.5,5242,Completed,Coastal transport operation
FL0444,2024-11-14,P018,A008,Patrol,4.0,7950,Completed,Routine patrol mission
FL0445,2024-11-14,P001,A015,Patrol,2.5,4896,Completed,Coastal patrol operation
FL0446,2024-11-14,P014,A007,Patrol,3.3,6048,Completed,Advanced patrol training
FL0447,2024-11-14,P013,A007,Combat,3.7,6777,Completed,Coastal combat operation
FL0448,2024-11-14,P011,A005,Combat,4.0,8070,Completed,Coastal combat operation
FL0449,2024-11-14,P012,A013,Patrol,3.0,5593,Completed,Successful patrol operation
FL0450,2024-11-14,P020,A019,Combat,3.5,6458,Completed,Routine combat mission
FL0451,2024-11-15,P018,A016,Reconnaissance,3.5,7141,Completed,Night reconnaissance mission
FL0452,2024-11-15,P002,A003,Reconnaissance,3.5,7328,Completed,Advanced reconnaissance training
FL0453,2024-11-15,P017,A015,Transport,3.3,6663,Completed,Successful transport operation
FL0454,2024-11-15,P004,A013,Reconnaissance,3.8,7701,Cancelled,Routine reconnaissance mission
FL0455,2024-11-15,P017,A018,Training,2.6,5456,Completed,Successful training operation
FL0456,2024-11-15,P016,A008,Combat,3.9,7951,Completed,Standard combat procedures
FL0457,2024-11-15,P019,A007,Reconnaissance,3.4,6945,Completed,Advanced reconnaissance training
FL0458,2024-11-15,P005,A016,Patrol,3.4,6467,Completed,Successful patrol operation
FL0459,2024-11-15,P009,A004,Transport,3.2,5779,Completed,Night transport mission
FL0460,2024-11-15,P020,A006,Patrol,3.2,6494,Completed,patrol systems check completed
FL0461,2024-11-16,P006,A014,Combat,4.9,9522,Completed,Standard combat procedures
FL0462,2024-11-16,P005,A004,Combat,4.3,8383,Completed,combat systems check completed
FL0463,2024-11-16,P015,A018,Transport,2.2,4099,Completed,Coastal transport operation
FL0464,2024-11-16,P002,A018,Reconnaissance,4.2,8679,Completed,Successful reconnaissance operation
FL0465,2024-11-16,P004,A005,Patrol,2.8,5203,Completed,Night patrol mission
FL0466,2024-11-16,P011,A010,Combat,4.1,7883,Cancelled,Emergency combat training
FL0467,2024-11-16,P010,A002,Training,2.0,3877,Completed,Coastal training operation
FL0468,2024-11-16,P009,A020,Transport,3.1,5629,Completed,Advanced transport training
FL0469,2024-11-16,P004,A001,Reconnaissance,4.1,8215,Completed,Coastal reconnaissance operation
FL0470,2024-11-16,P011,A006,Combat,4.1,7429,Completed,Emergency combat training
FL0471,2024-11-17,P008,A007,Transport,2.5,4567,Completed,Advanced transport training
FL0472,2024-11-17,P007,A014,Patrol,3.8,7401,Completed,Routine patrol mission
FL0473,2024-11-17,P006,A017,Transport,2.3,4776,Completed,Coastal transport operation
FL0474,2024-11-17,P018,A009,Patrol,3.5,6903,Completed,Emergency patrol training
FL0475,2024-11-17,P002,A012,Combat,4.6,8815,Cancelled,Joint force combat exercise
FL0476,2024-11-17,P013,A006,Combat,4.9,10131,Completed,Joint force combat exercise
FL0477,2024-11-17,P010,A009,Transport,2.9,5797,Cancelled,Successful transport operation
FL0478,2024-11-17,P009,A017,Reconnaissance,3.5,7149,Completed,reconnaissance systems check completed
FL0479,2024-11-17,P007,A009,Reconnaissance,3.4,7039,Cancelled,Successful reconnaissance operation
FL0480,2024-11-17,P001,A015,Transport,2.9,5952,Cancelled,transport systems check completed
FL0481,2024-11-18,P010,A019,Transport,2.7,5131,Completed,transport systems check completed
FL0482,2024-11-18,P007,A002,Patrol,2.8,5486,Completed,Weather-related patrol mission
FL0483,2024-11-18,P006,A014,Training,2.0,3748,Completed,Advanced training training
FL0484,2024-11-18,P012,A011,Training,1.9,3670,Completed,training systems check completed
FL0485,2024-11-18,P008,A016,Reconnaissance,3.2,5806,Completed,Coastal reconnaissance operation
FL0486,2024-11-18,P014,A006,Transport,2.2,4456,Completed,Routine transport mission
FL0487,2024-11-18,P013,A003,Patrol,3.4,6209,Cancelled,Weather-related patrol mission
FL0488,2024-11-18,P015,A014,Patrol,3.6,6747,Completed,Successful patrol operation
FL0489,2024-11-18,P004,A020,Transport,3.2,5975,Cancelled,Advanced transport training
FL0490,2024-11-18,P005,A014,Training,1.8,3584,Completed,Joint force training exercise
FL0491,2024-11-19,P017,A018,Reconnaissance,3.7,7083,Completed,Advanced reconnaissance training
FL0492,2024-11-19,P016,A017,Training,2.3,4229,Completed,Successful training operation
FL0493,2024-11-19,P004,A013,Reconnaissance,3.0,5435,Completed,Joint force reconnaissance exercise
FL0494,2024-11-19,P015,A019,Training,2.0,3736,Completed,Night training mission
FL0495,2024-11-19,P003,A011,Reconnaissance,4.3,8163,Completed,Night reconnaissance mission
FL0496,2024-11-19,P010,A011,Training,1.6,3146,Completed,Advanced training training
FL0497,2024-11-19,P014,A012,Combat,3.7,7376,Completed,Emergency combat training
FL0498,2024-11-19,P002,A009,Patrol,4.0,7969,Completed,patrol systems check completed
FL0499,2024-11-19,P001,A016,Transport,3.4,6389,Completed,Joint force transport exercise
FL0500,2024-11-19,P017,A015,Training,1.9,3814,Completed,training systems check completed
FL0501,2024-11-20,P010,A001,Transport,2.8,5594,Cancelled,transport systems check completed
FL0502,2024-11-20,P006,A013,Reconnaissance,2.8,5567,Completed,Weather-related reconnaissance mission
FL0503,2024-11-20,P009,A018,Transport,2.4,4970,Completed,transport systems check completed
FL0504,2024-11-20,P009,A020,Training,2.0,4078,Completed,Advanced training training
FL0505,2024-11-20,P003,A002,Reconnaissance,4.3,8071,Completed,Night reconnaissance mission
FL0506,2024-11-20,P009,A007,Training,1.8,3382,Completed,Standard training procedures
FL0507,2024-11-20,P006,A004,Combat,4.7,8861,Completed,Joint force combat exercise
FL0508,2024-11-20,P014,A019,Reconnaissance,3.6,7326,Completed,Emergency reconnaissance training
FL0509,2024-11-20,P010,A002,Combat,3.6,6859,Completed,combat systems check completed
FL0510,2024-11-20,P006,A003,Transport,2.5,4532,Completed,Joint force transport exercise
FL0511,2024-11-21,P015,A015,Training,1.9,3460,Completed,Standard training procedures
FL0512,2024-11-21,P002,A014,Patrol,3.9,7177,Completed,Successful patrol operation
FL0513,2024-11-21,P014,A014,Training,2.1,3826,Cancelled,Joint force training exercise
FL0514,2024-11-21,P007,A018,Transport,3.1,5992,Completed,Coastal transport operation
FL0515,2024-11-21,P004,A015,Training,2.5,4971,Completed,Joint force training exercise
FL0516,2024-11-21,P005,A002,Transport,2.2,4046,Completed,Night transport mission
FL0517,2024-11-21,P004,A007,Training,2.6,4957,Completed,Routine training mission
FL0518,2024-11-21,P003,A010,Combat,3.8,7154,Completed,Night combat mission
FL0519,2024-11-21,P018,A007,Patrol,3.8,6919,Completed,Advanced patrol training
FL0520,2024-11-21,P001,A009,Combat,5.0,10289,Completed,Advanced combat training
FL0521,2024-11-22,P012,A007,Training,2.3,4780,Completed,Coastal training operation
FL0522,2024-11-22,P006,A002,Patrol,3.2,5891,Completed,Night patrol mission
FL0523,2024-11-22,P015,A013,Transport,3.2,6144,Cancelled,Weather-related transport mission
FL0524,2024-11-22,P009,A017,Transport,3.0,6190,Completed,Standard transport procedures
FL0525,2024-11-22,P016,A018,Patrol,3.1,6433,Completed,Weather-related patrol mission
FL0526,2024-11-22,P016,A007,Patrol,3.3,6291,Completed,Standard patrol procedures
FL0527,2024-11-22,P017,A003,Combat,3.8,7317,Completed,Emergency combat training
FL0528,2024-11-22,P002,A017,Patrol,2.9,6017,Completed,Weather-related patrol mission
FL0529,2024-11-22,P005,A016,Patrol,2.7,5036,Completed,patrol systems check completed
FL0530,2024-11-22,P016,A012,Reconnaissance,3.0,5774,Completed,Routine reconnaissance mission
FL0531,2024-11-23,P009,A003,Reconnaissance,3.9,7250,Completed,Advanced reconnaissance training
FL0532,2024-11-23,P019,A011,Combat,5.0,10300,Completed,Weather-related combat mission
FL0533,2024-11-23,P014,A009,Transport,3.1,6155,Completed,Coastal transport operation
FL0534,2024-11-23,P018,A006,Combat,3.6,6586,Cancelled,Weather-related combat mission
FL0535,2024-11-23,P011,A008,Training,2.0,3934,Completed,Successful training operation
FL0536,2024-11-23,P016,A001,Training,2.1,3849,Completed,Joint force training exercise
FL0537,2024-11-23,P007,A008,Training,2.4,4679,Completed,Successful training operation
FL0538,2024-11-23,P010,A002,Training,2.2,4221,Completed,Successful training operation
FL0539,2024-11-23,P013,A019,Patrol,3.2,5796,Completed,patrol systems check completed
FL0540,2024-11-23,P004,A019,Training,2.5,5174,Cancelled,Coastal training operation
FL0541,2024-11-24,P014,A017,Training,1.6,3189,Completed,Night training mission
FL0542,2024-11-24,P013,A012,Training,2.1,4098,Completed,Successful training operation
FL0543,2024-11-24,P006,A003,Training,2.5,4942,Completed,Night training mission
FL0544,2024-11-24,P013,A020,Reconnaissance,3.8,7534,Cancelled,Coastal reconnaissance operation
FL0545,2024-11-24,P004,A005,Transport,2.9,5855,Completed,Advanced transport training
FL0546,2024-11-24,P010,A002,Patrol,3.2,6485,Completed,Routine patrol mission
FL0547,2024-11-24,P017,A012,Transport,2.6,5266,Completed,Standard transport procedures
FL0548,2024-11-24,P006,A013,Training,2.5,4949,Completed,Standard training procedures
FL0549,2024-11-24,P002,A008,Training,2.6,5164,Completed,Standard training procedures
FL0550,2024-11-24,P007,A014,Combat,5.0,9567,Cancelled,Weather-related combat mission
FL0551,2024-11-25,P014,A001,Combat,4.3,8644,Completed,Successful combat operation
FL0552,2024-11-25,P008,A017,Patrol,3.9,7511,Completed,Successful patrol operation
FL0553,2024-11-25,P013,A011,Combat,3.6,6489,Completed,Weather-related combat mission
FL0554,2024-11-25,P020,A017,Patrol,3.8,7860,Completed,Coastal patrol operation
FL0555,2024-11-25,P015,A017,Combat,4.3,8267,Cancelled,Night combat mission
FL0556,2024-11-25,P011,A005,Combat,4.0,7955,Cancelled,Joint force combat exercise
FL0557,2024-11-25,P002,A005,Reconnaissance,3.1,5959,Completed,Advanced reconnaissance training
FL0558,2024-11-25,P018,A001,Reconnaissance,4.0,7220,Completed,Routine reconnaissance mission
FL0559,2024-11-25,P007,A020,Transport,2.2,3993,Completed,Successful transport operation
FL0560,2024-11-25,P017,A020,Patrol,3.8,7160,Completed,Routine patrol mission
FL0561,2024-11-26,P013,A006,Patrol,3.8,7705,Completed,Night patrol mission
FL0562,2024-11-26,P013,A017,Reconnaissance,2.8,5659,Completed,Weather-related reconnaissance mission
FL0563,2024-11-26,P003,A002,Patrol,3.6,7468,Cancelled,patrol systems check completed
FL0564,2024-11-26,P001,A012,Reconnaissance,4.4,9090,Completed,reconnaissance systems check completed
FL0565,2024-11-26,P003,A019,Combat,4.2,7825,Completed,Night combat mission
FL0566,2024-11-26,P011,A007,Combat,4.3,8859,Completed,Night combat mission
FL0567,2024-11-26,P012,A018,Patrol,2.5,5049,Cancelled,Weather-related patrol mission
FL0568,2024-11-26,P007,A002,Reconnaissance,4.0,7210,Completed,Night reconnaissance mission
FL0569,2024-11-26,P014,A008,Patrol,2.9,5579,Completed,Night patrol mission
FL0570,2024-11-26,P010,A011,Combat,3.9,7841,Completed,Routine combat mission
FL0571,2024-11-27,P019,A015,Patrol,2.5,4765,Completed,Night patrol mission
FL0572,2024-11-27,P009,A009,Combat,4.5,9098,Completed,Night combat mission
FL0573,2024-11-27,P015,A016,Training,2.5,4745,Completed,Coastal training operation
FL0574,2024-11-27,P019,A019,Reconnaissance,4.4,8893,Completed,Successful reconnaissance operation
FL0575,2024-11-27,P016,A013,Reconnaissance,2.9,6022,Completed,Routine reconnaissance mission
FL0576,2024-11-27,P010,A019,Training,2.3,4745,Completed,Weather-related training mission
FL0577,2024-11-27,P015,A008,Transport,3.2,5788,Completed,Emergency transport training
FL0578,2024-11-27,P017,A020,Training,1.7,3404,Completed,Advanced training training
FL0579,2024-11-27,P018,A019,Patrol,3.1,6070,Completed,Standard patrol procedures
FL0580,2024-11-27,P004,A006,Reconnaissance,4.4,8229,Completed,Emergency reconnaissance training
FL0581,2024-11-28,P020,A018,Patrol,3.0,5439,Completed,Standard patrol procedures
FL0582,2024-11-28,P015,A006,Reconnaissance,4.3,8004,Completed,Standard reconnaissance procedures
FL0583,2024-11-28,P005,A003,Combat,4.9,9650,Completed,Advanced combat training
FL0584,2024-11-28,P011,A012,Patrol,3.2,6582,Cancelled,Coastal patrol operation
FL0585,2024-11-28,P010,A008,Combat,4.3,8048,Completed,Standard combat procedures
FL0586,2024-11-28,P020,A014,Patrol,3.7,7176,Completed,Night patrol mission
FL0587,2024-11-28,P015,A003,Combat,4.5,8782,Completed,Weather-related combat mission
FL0588,2024-11-28,P014,A005,Reconnaissance,3.1,6364,Completed,Joint force reconnaissance exercise
FL0589,2024-11-28,P003,A020,Combat,3.8,7167,Completed,Standard combat procedures
FL0590,2024-11-28,P002,A005,Reconnaissance,4.0,8319,Completed,reconnaissance systems check completed
FL0591,2024-11-29,P015,A002,Transport,3.4,6761,Completed,transport systems check completed
FL0592,2024-11-29,P009,A012,Patrol,3.8,7079,Completed,Night patrol mission
FL0593,2024-11-29,P006,A020,Transport,2.7,5008,Completed,Weather-related transport mission
FL0594,2024-11-29,P019,A011,Transport,3.4,6509,Completed,Successful transport operation
FL0595,2024-11-29,P001,A005,Training,1.9,3559,Completed,Night training mission
FL0596,2024-11-29,P005,A019,Combat,4.6,8647,Completed,Night combat mission
FL0597,2024-11-29,P003,A007,Training,1.6,2966,Completed,Joint force training exercise
FL0598,2024-11-29,P018,A011,Combat,3.9,7236,Completed,Weather-related combat mission
FL0599,2024-11-29,P004,A008,Combat,4.1,7795,Completed,combat systems check completed
FL0600,2024-11-29,P008,A011,Transport,2.4,4395,Completed,Emergency transport training
FL0601,2024-11-30,P002,A009,Transport,2.1,3818,Completed,Night transport mission
FL0602,2024-11-30,P001,A011,Patrol,3.1,6155,Completed,Routine patrol mission
FL0603,2024-11-30,P011,A018,Transport,2.5,4820,Cancelled,Routine transport mission
FL0604,2024-11-30,P003,A003,Training,2.5,4721,Completed,Night training mission
FL0605,2024-11-30,P012,A003,Patrol,3.8,7256,Completed,Advanced patrol training
FL0606,2024-11-30,P010,A019,Transport,2.4,4374,Completed,Joint force transport exercise
FL0607,2024-11-30,P015,A003,Reconnaissance,2.9,5564,Completed,Successful reconnaissance operation
FL0608,2024-11-30,P005,A012,Training,2.7,5242,Completed,Night training mission
FL0609,2024-11-30,P005,A012,Training,2.4,4431,Completed,Night training mission
FL0610,2024-11-30,P016,A006,Transport,2.9,5874,Completed,Joint force transport exercise
FL0611,2024-12-01,P017,A001,Training,2.3,4765,Completed,Emergency training training
FL0612,2024-12-01,P003,A007,Transport,3.3,6152,Completed,transport systems check completed
FL0613,2024-12-01,P001,A012,Training,2.4,4475,Cancelled,Night training mission
FL0614,2024-12-01,P004,A014,Transport,2.3,4324,Completed,transport systems check completed
FL0615,2024-12-01,P009,A005,Patrol,4.0,7757,Cancelled,Routine patrol mission
FL0616,2024-12-01,P010,A018,Training,2.4,4523,Completed,Emergency training training
FL0617,2024-12-01,P016,A011,Combat,4.8,9699,Cancelled,Weather-related combat mission
FL0618,2024-12-01,P018,A020,Reconnaissance,4.2,8140,Completed,reconnaissance systems check completed
FL0619,2024-12-01,P008,A010,Patrol,3.0,6116,Completed,Coastal patrol operation
FL0620,2024-12-01,P011,A001,Reconnaissance,2.9,5596,Completed,Advanced reconnaissance training
FL0621,2024-12-02,P002,A005,Combat,3.7,7114,Completed,Night combat mission
FL0622,2024-12-02,P004,A016,Reconnaissance,4.3,8699,Cancelled,Night reconnaissance mission
FL0623,2024-12-02,P005,A006,Combat,4.4,9166,Completed,Standard combat procedures
FL0624,2024-12-02,P016,A012,Patrol,3.7,7301,Completed,Weather-related patrol mission
FL0625,2024-12-02,P005,A017,Reconnaissance,2.9,5436,Completed,Routine reconnaissance mission
FL0626,2024-12-02,P009,A013,Training,2.2,4259,Completed,Routine training mission
FL0627,2024-12-02,P011,A006,Reconnaissance,3.9,7059,Completed,Joint force reconnaissance exercise
FL0628,2024-12-02,P010,A011,Patrol,3.3,6615,Completed,Weather-related patrol mission
FL0629,2024-12-02,P014,A013,Reconnaissance,4.2,8766,Completed,Coastal reconnaissance operation
FL0630,2024-12-02,P020,A018,Reconnaissance,3.5,7283,Completed,Standard reconnaissance procedures
FL0631,2024-12-03,P006,A016,Reconnaissance,3.3,6714,Completed,Joint force reconnaissance exercise
FL0632,2024-12-03,P018,A019,Transport,2.6,4970,Cancelled,Successful transport operation
FL0633,2024-12-03,P018,A017,Patrol,3.3,6252,Completed,Coastal patrol operation
FL0634,2024-12-03,P020,A019,Combat,3.8,7390,Completed,Standard combat procedures
FL0635,2024-12-03,P009,A002,Combat,3.7,7514,Completed,Joint force combat exercise
FL0636,2024-12-03,P012,A020,Transport,2.5,4728,Completed,Advanced transport training
FL0637,2024-12-03,P017,A009,Transport,3.4,6630,Completed,transport systems check completed
FL0638,2024-12-03,P007,A015,Reconnaissance,3.0,5424,Completed,reconnaissance systems check completed
FL0639,2024-12-03,P006,A007,Transport,2.2,4414,Completed,Routine transport mission
FL0640,2024-12-03,P014,A003,Reconnaissance,3.2,6339,Completed,Weather-related reconnaissance mission
FL0641,2024-12-04,P011,A015,Transport,2.6,5309,Completed,Advanced transport training
FL0642,2024-12-04,P007,A016,Training,2.6,5280,Completed,Weather-related training mission
